horse_name,horse_id,sex_age_latest,starts,wins,top2,top3,win_rate,quinella_rate,show_rate,avg_finish,avg_last3f,best_last3f,first_race_date,latest_race_date,latest_course,latest_surface,latest_distance_m,latest_finish,condition_starts_json
アオイイーグル,pw01dud102020101861/EF,牡5,2,0,0,0,0.0,0.0,0.0,9.0,37.2,36.3,2025-02-16,2025-05-31,京都,ダート,900,10,"{""京都|ダート|800"": 1, ""京都|ダート|900"": 1}"
アオイウィンダム,pw01dud102022105742/E5,牝3,4,0,0,0,0.0,0.0,0.0,9.25,36.425,35.5,2025-03-22,2025-05-25,東京,芝,600,12,"{""中山|芝|000"": 2, ""東京|芝|600"": 2}"
アオイコウキ,pw01dud102020101866/2E,牡5,1,0,0,0,0.0,0.0,0.0,10.0,38.1,38.1,2025-01-25,2025-01-25,中山,ダート,800,10,"{""中山|ダート|800"": 1}"
アオイタケル,pw01dud102022100330/80,牡3,5,2,3,3,0.4,0.6,0.6,4.2,35.72,34.0,2025-03-02,2025-12-06,中京,芝,000,1,"{""中京|芝|000"": 1, ""函館|芝|000"": 2, ""札幌|芝|000"": 1, ""阪神|芝|000"": 1}"
アオイハナミチ,pw01dud102022102937/A9,牝3,8,0,0,2,0.0,0.0,0.25,6.25,37.9125,36.5,2025-02-01,2025-09-07,中山,ダート,200,11,"{""中山|ダート|200"": 1, ""新潟|ダート|200"": 2, ""東京|ダート|400"": 1, ""東京|ダート|600"": 4}"
アオイハルカ,pw01dud102023106068/DB,牝2,1,0,0,0,0.0,0.0,0.0,13.0,35.1,35.1,2025-10-05,2025-10-05,京都,芝,800,13,"{""京都|芝|800"": 1}"
アオイフォトグラフ,pw01dud102022101875/E3,牝3,3,0,0,0,0.0,0.0,0.0,13.6667,38.8667,37.8,2025-04-05,2025-05-04,東京,ダート,600,11,"{""中山|ダート|200"": 2, ""東京|ダート|600"": 1}"
アオイミズホ,pw01dud102023101814/9C,牡2,3,0,0,0,0.0,0.0,0.0,4.3333,38.1,36.2,2025-10-11,2025-12-13,中山,ダート,800,4,"{""中山|ダート|800"": 1, ""東京|ダート|600"": 2}"
アオイミモザ,pw01dud102021100873/82,せん4,4,0,0,0,0.0,0.0,0.0,6.75,37.925,36.4,2025-02-15,2025-05-24,東京,ダート,600,8,"{""中山|ダート|800"": 2, ""東京|ダート|600"": 2}"
アオイメルスイ,pw01dud102021100574/62,牝4,2,0,0,0,0.0,0.0,0.0,10.5,35.2,35.0,2025-04-06,2025-04-19,中山,芝,000,12,"{""中山|芝|000"": 1, ""中山|芝|800"": 1}"
アオイレーギーナ,pw01dud102022102939/8F,牝3,6,2,3,3,0.333333,0.5,0.5,6.0,35.3667,33.5,2025-01-19,2025-10-26,京都,芝,200,2,"{""中京|ダート|200"": 1, ""京都|芝|200"": 2, ""小倉|芝|200"": 1, ""阪神|芝|200"": 1, ""阪神|芝|400"": 1}"
アオカミ,pw01dud102019101753/15,せん6,8,1,1,2,0.125,0.125,0.25,7.5,36.75,35.6,2025-01-06,2025-11-29,京都,ダート,200,15,"{""中京|ダート|400"": 1, ""中山|ダート|200"": 2, ""京都|ダート|200"": 1, ""東京|ダート|300"": 1, ""東京|ダート|400"": 2, ""福島|ダート|150"": 1}"
アオハルブルース,pw01dud102023102313/23,牡2,3,0,0,0,0.0,0.0,0.0,6.3333,37.8333,36.4,2025-10-19,2025-12-21,中山,ダート,800,5,"{""中山|ダート|800"": 1, ""東京|ダート|600"": 2}"
アオユウスター,pw01dud102022102889/AE,牝3,1,0,0,0,0.0,0.0,0.0,16.0,40.4,40.4,2025-03-02,2025-03-02,阪神,ダート,200,16,"{""阪神|ダート|200"": 1}"
アオラキ,pw01dud102020106692/DB,牡5,0,0,0,0,,,,,,,2025-11-15,2025-11-15,福島,芝,600,中止,"{""福島|芝|600"": 1}"
アカイツキ,pw01dud102022102767/77,牝3,4,0,0,0,0.0,0.0,0.0,14.0,39.05,37.7,2025-01-13,2025-04-19,中山,ダート,200,13,"{""中京|芝|400"": 1, ""中山|ダート|200"": 2, ""阪神|ダート|200"": 1}"
アカイツメ,pw01dud102022109019/3F,牝3,1,0,0,0,0.0,0.0,0.0,17.0,36.8,36.8,2025-01-06,2025-01-06,中京,芝,400,17,"{""中京|芝|400"": 1}"
アカウフリューゲル,pw01dud102023105438/80,牝2,2,0,0,0,0.0,0.0,0.0,9.5,37.9,36.3,2025-12-14,2025-12-27,阪神,ダート,200,12,"{""阪神|ダート|200"": 1, ""阪神|芝|400"": 1}"
アカオー,pw01dud102022104471/20,牡3,2,0,0,0,0.0,0.0,0.0,8.0,38.75,38.7,2025-06-14,2025-08-17,札幌,ダート,700,9,"{""札幌|ダート|700"": 1, ""阪神|ダート|400"": 1}"
アカツキロットリー,pw01dud102020100081/98,牡5,3,0,0,0,0.0,0.0,0.0,12.3333,38.8667,37.4,2025-04-20,2025-12-21,中京,ダート,200,14,"{""中京|ダート|200"": 1, ""中山|ダート|200"": 1, ""福島|ダート|700"": 1}"
アカデミア,pw01dud102022105180/19,牡3,4,2,3,4,0.5,0.75,1.0,1.75,37.55,36.6,2025-04-12,2025-12-20,阪神,ダート,800,1,"{""京都|ダート|800"": 1, ""阪神|ダート|800"": 3}"
アガシ,pw01dud102021100653/00,せん4,4,2,2,2,0.5,0.5,0.5,4.25,35.575,34.6,2025-04-05,2025-11-09,京都,ダート,200,1,"{""京都|ダート|200"": 2, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 1}"
アキミューミュー,pw01dud102021105344/7B,牝4,2,0,0,0,0.0,0.0,0.0,11.0,38.45,38.3,2025-01-05,2025-01-18,中京,ダート,900,9,"{""中京|ダート|800"": 1, ""中京|ダート|900"": 1}"
アクアアイ,pw01dud102023106837/C0,牝2,1,0,0,1,0.0,0.0,1.0,3.0,35.2,35.2,2025-11-02,2025-11-02,京都,芝,600,3,"{""京都|芝|600"": 1}"
アクアジェット,pw01dud102022104076/9B,牡3,3,0,0,0,0.0,0.0,0.0,7.0,35.8,35.3,2025-06-07,2025-08-09,札幌,芝,000,6,"{""函館|芝|800"": 1, ""札幌|芝|000"": 1, ""東京|芝|600"": 1}"
アクアマイスター,pw01dud102023102464/17,牡2,3,0,0,1,0.0,0.0,0.333333,8.6667,36.8333,35.4,2025-09-13,2025-12-27,阪神,ダート,200,3,"{""阪神|ダート|200"": 1, ""阪神|芝|200"": 2}"
アクアマリンブルー,pw01dud102018104872/34,せん7,3,0,0,0,0.0,0.0,0.0,11.3333,38.4,37.6,2025-01-11,2025-05-10,新潟,障害,890,14,"{""中山|ダート|200"": 1, ""中山|ダート|800"": 1, ""新潟|障害|890"": 1}"
アクアマリーナ,pw01dud102022102026/6D,牝3,4,1,1,2,0.25,0.25,0.5,6.0,38.55,37.5,2025-02-22,2025-12-20,中京,ダート,400,5,"{""中京|ダート|400"": 2, ""中山|ダート|200"": 1, ""京都|ダート|400"": 1}"
アクアマーズ,pw01dud102023107364/91,牡2,3,0,1,2,0.0,0.333333,0.666667,3.6667,34.1333,33.8,2025-09-14,2025-12-06,中山,芝,600,6,"{""中山|芝|600"": 1, ""中山|芝|800"": 1, ""東京|芝|800"": 1}"
アクアヴァーナル,pw01dud102021105433/29,牝4,7,2,5,5,0.285714,0.714286,0.714286,3.5714,35.2714,34.1,2025-02-02,2025-11-22,京都,芝,400,2,"{""京都|芝|000"": 1, ""京都|芝|400"": 2, ""小倉|芝|000"": 1, ""阪神|芝|200"": 1, ""阪神|芝|400"": 2}"
アクイローネ,pw01dud102021101059/7B,牡4,1,0,0,0,0.0,0.0,0.0,5.0,35.8,35.8,2025-12-14,2025-12-14,中山,芝,800,5,"{""中山|芝|800"": 1}"
アクシオン,pw01dud102022100351/13,牝3,2,0,0,0,0.0,0.0,0.0,10.0,40.15,38.8,2025-01-25,2025-02-09,京都,ダート,800,12,"{""中京|ダート|400"": 1, ""京都|ダート|800"": 1}"
アクシズ,pw01dud102023105799/E6,牡2,1,0,0,0,0.0,0.0,0.0,9.0,35.2,35.2,2025-12-07,2025-12-07,中山,芝,200,9,"{""中山|芝|200"": 1}"
アクシュラ,pw01dud102023104416/8B,牝2,2,0,0,0,0.0,0.0,0.0,8.0,39.55,38.0,2025-10-25,2025-12-14,中京,ダート,800,6,"{""中京|ダート|800"": 1, ""京都|ダート|400"": 1}"
アクションプラン,pw01dud102020100116/98,牡5,3,1,1,2,0.333333,0.333333,0.666667,4.0,37.4333,36.9,2025-01-12,2025-12-14,中山,ダート,800,8,"{""中山|ダート|800"": 2, ""福島|ダート|700"": 1}"
アクセス,pw01dud102023100947/67,牡2,1,1,1,1,1.0,1.0,1.0,1.0,35.1,35.1,2025-11-16,2025-11-16,京都,芝,000,1,"{""京都|芝|000"": 1}"
アクセルギア,pw01dud102022103393/06,牝3,1,0,0,0,0.0,0.0,0.0,12.0,40.6,40.6,2025-08-31,2025-08-31,札幌,ダート,700,12,"{""札幌|ダート|700"": 1}"
アクチノータス,pw01dud102022105107/BE,牝3,4,0,0,1,0.0,0.0,0.25,9.5,35.575,34.6,2025-02-02,2025-10-26,新潟,芝,800,16,"{""京都|芝|000"": 1, ""京都|芝|800"": 2, ""新潟|芝|800"": 1}"
アクティブヘイロー,pw01dud102023101726/61,牡2,1,0,0,0,0.0,0.0,0.0,9.0,34.4,34.4,2025-12-13,2025-12-13,中京,芝,000,9,"{""中京|芝|000"": 1}"
アクティングエリア,pw01dud102023109090/40,牝2,6,0,0,1,0.0,0.0,0.166667,6.1667,36.2333,35.6,2025-06-28,2025-12-14,阪神,芝,800,9,"{""小倉|芝|200"": 2, ""小倉|芝|800"": 1, ""福島|芝|800"": 2, ""阪神|芝|800"": 1}"
アクデニズ,pw01dud102022103851/D5,牡3,6,0,0,0,0.0,0.0,0.0,10.0,37.4667,35.5,2025-03-01,2025-09-06,中山,芝,000,12,"{""中京|芝|200"": 1, ""中山|ダート|800"": 1, ""中山|芝|000"": 1, ""札幌|芝|000"": 1, ""東京|芝|800"": 1, ""福島|芝|800"": 1}"
アクルクス,pw01dud102022100335/BF,牡3,7,0,0,0,0.0,0.0,0.0,8.4286,37.2429,35.6,2025-01-13,2025-11-09,京都,芝,400,16,"{""中京|ダート|400"": 1, ""中京|ダート|800"": 1, ""中京|芝|600"": 1, ""京都|ダート|400"": 1, ""京都|芝|400"": 1, ""阪神|芝|400"": 1, ""阪神|芝|600"": 1}"
アクロスザリバー,pw01dud102022100481/74,牡3,5,0,0,0,0.0,0.0,0.0,13.2,37.42,34.0,2025-02-01,2025-08-24,新潟,芝,000,13,"{""京都|ダート|400"": 1, ""新潟|芝|000"": 1, ""東京|芝|800"": 1, ""福島|芝|000"": 1, ""福島|芝|800"": 2}"
アクロスメモリア,pw01dud102023102399/55,牝2,3,0,0,1,0.0,0.0,0.333333,6.3333,38.2,36.4,2025-10-12,2025-12-13,中山,ダート,200,5,"{""中山|ダート|200"": 1, ""東京|ダート|300"": 1, ""東京|ダート|400"": 1}"
アクロフェイズ,pw01dud102023106978/A4,牡2,2,1,1,1,0.5,0.5,0.5,4.5,36.8,34.1,2025-10-05,2025-12-06,中京,芝,000,1,"{""中京|芝|000"": 1, ""京都|ダート|800"": 1}"
アクートゥス,pw01dud102020102625/08,牡5,7,1,1,2,0.142857,0.142857,0.285714,7.0,34.1286,32.9,2025-01-26,2025-11-16,東京,芝,400,14,"{""中京|芝|400"": 2, ""京都|芝|400"": 1, ""新潟|芝|400"": 1, ""東京|ダート|400"": 1, ""東京|芝|400"": 2}"
アグアフレスカ,pw01dud102023103579/86,牝2,1,0,0,0,0.0,0.0,0.0,10.0,34.9,34.9,2025-12-13,2025-12-13,中山,芝,800,10,"{""中山|芝|800"": 1}"
アグネス,pw01dud102022102316/F0,牝3,2,0,0,0,0.0,0.0,0.0,14.5,38.6,36.9,2025-02-08,2025-08-16,札幌,芝,500,13,"{""小倉|芝|800"": 1, ""札幌|芝|500"": 1}"
アグネスクレスト,pw01dud102023101727/D4,牡2,3,1,1,1,0.333333,0.333333,0.333333,3.3333,34.5333,34.3,2025-10-26,2025-11-29,東京,芝,400,1,"{""東京|芝|400"": 3}"
アグネスサンキ,pw01dud102022100155/7D,牡3,1,0,0,0,0.0,0.0,0.0,16.0,36.4,36.4,2025-02-16,2025-02-16,東京,芝,800,16,"{""東京|芝|800"": 1}"
アグネスヒーロー,pw01dud102022100180/6E,牡3,1,0,0,0,0.0,0.0,0.0,9.0,35.8,35.8,2025-01-11,2025-01-11,中山,芝,600,9,"{""中山|芝|600"": 1}"
アグラシアド,pw01dud102020104912/10,牝5,6,0,0,0,0.0,0.0,0.0,10.0,36.4667,34.9,2025-02-15,2025-12-28,中山,芝,600,15,"{""中山|ダート|800"": 1, ""中山|芝|600"": 1, ""京都|ダート|800"": 1, ""京都|芝|000"": 1, ""新潟|ダート|800"": 1, ""札幌|芝|000"": 1}"
アグラード,pw01dud102021105429/CB,牡4,6,1,1,2,0.166667,0.166667,0.333333,4.8333,36.4,34.9,2025-03-09,2025-12-20,中山,ダート,200,9,"{""中山|ダート|200"": 3, ""新潟|ダート|200"": 1, ""東京|ダート|300"": 1, ""東京|ダート|400"": 1}"
アグリ,pw01dud102019105126/D4,牡6,2,0,0,0,0.0,0.0,0.0,8.5,34.7,34.6,2025-02-22,2025-03-16,阪神,芝,200,6,"{""京都|芝|400"": 1, ""阪神|芝|200"": 1}"
アグレイビューティ,pw01dud102023103676/5E,牝2,1,0,0,0,0.0,0.0,0.0,7.0,33.4,33.4,2025-12-20,2025-12-20,阪神,芝,600,7,"{""阪神|芝|600"": 1}"
アケルナルスター,pw01dud102019105792/9E,牡6,1,0,0,0,0.0,0.0,0.0,16.0,37.4,37.4,2025-12-21,2025-12-21,中山,芝,800,16,"{""中山|芝|800"": 1}"
アゲンストオッズ,pw01dud102023102443/84,牝2,1,0,1,1,0.0,1.0,1.0,2.0,35.0,35.0,2025-10-19,2025-10-19,京都,芝,400,2,"{""京都|芝|400"": 1}"
アコルダール,pw01dud102018106145/E4,牝7,1,0,0,0,0.0,0.0,0.0,13.0,34.1,34.1,2025-01-05,2025-01-05,中山,芝,200,13,"{""中山|芝|200"": 1}"
アコークロー,pw01dud102019104478/AE,牝6,1,1,1,1,1.0,1.0,1.0,1.0,40.6,40.6,2025-01-13,2025-01-13,中山,ダート,400,1,"{""中山|ダート|400"": 1}"
アサカラキング,pw01dud102020105154/9D,牡5,6,0,1,1,0.0,0.166667,0.166667,9.3333,34.95,33.3,2025-02-22,2025-12-20,阪神,芝,200,4,"{""中山|芝|600"": 1, ""京都|芝|400"": 2, ""東京|ダート|600"": 1, ""東京|芝|400"": 1, ""阪神|芝|200"": 1}"
アサガクル,pw01dud102022106600/7D,牝3,5,0,0,0,0.0,0.0,0.0,10.8,39.36,36.0,2025-02-10,2025-08-30,中京,芝,200,12,"{""中京|ダート|800"": 1, ""中京|芝|200"": 1, ""京都|ダート|800"": 2, ""阪神|ダート|400"": 1}"
アサギリ,pw01dud102021100610/67,牝4,6,0,0,0,0.0,0.0,0.0,9.8333,34.2167,33.7,2025-02-23,2025-08-10,新潟,芝,000,11,"{""中京|芝|400"": 1, ""新潟|芝|000"": 1, ""新潟|芝|200"": 1, ""東京|芝|400"": 2, ""東京|芝|600"": 1}"
アサクサグレース,pw01dud102022100547/17,牝3,9,1,6,6,0.111111,0.666667,0.666667,4.0,36.9556,34.6,2025-01-13,2025-10-12,東京,ダート,400,12,"{""中山|ダート|200"": 4, ""新潟|ダート|200"": 1, ""東京|ダート|400"": 3, ""東京|芝|400"": 1}"
アサクサゲンキ,pw01dud102015110032/DA,せん10,5,0,0,1,0.0,0.0,0.2,7.2,,,2025-02-15,2025-11-15,東京,障害,110,4,"{""京都|障害|930"": 1, ""小倉|障害|390"": 2, ""新潟|障害|250"": 1, ""東京|障害|110"": 1}"
アサクサダイアナ,pw01dud102023100532/54,牝2,1,0,0,0,0.0,0.0,0.0,9.0,34.8,34.8,2025-11-15,2025-11-15,東京,芝,600,9,"{""東京|芝|600"": 1}"
アサクサヴィーナス,pw01dud102020102741/8D,牝5,8,0,0,1,0.0,0.0,0.125,7.875,34.7125,33.6,2025-01-13,2025-12-07,中京,芝,400,15,"{""中京|芝|400"": 1, ""中山|芝|600"": 3, ""東京|芝|400"": 3, ""福島|芝|200"": 1}"
アサヒ,pw01dud102019105482/FB,牡6,4,0,0,0,0.0,0.0,0.0,10.5,36.075,33.9,2025-04-05,2025-09-06,中山,芝,600,16,"{""中山|芝|600"": 1, ""東京|ダート|600"": 1, ""東京|芝|400"": 1, ""阪神|ダート|400"": 1}"
アシャカウイング,pw01dud102022104066/8B,牡3,1,0,0,0,0.0,0.0,0.0,18.0,38.3,38.3,2025-01-11,2025-01-11,中山,芝,000,18,"{""中山|芝|000"": 1}"
アシャカタカ,pw01dud102020102299/80,牡5,6,0,0,1,0.0,0.0,0.166667,10.5,36.6,34.1,2025-01-26,2025-11-08,福島,芝,200,16,"{""中山|ダート|200"": 1, ""中山|芝|200"": 1, ""新潟|芝|000"": 1, ""福島|ダート|150"": 2, ""福島|芝|200"": 1}"
アシャカトベ,pw01dud102022107163/30,牡3,7,3,4,5,0.428571,0.571429,0.714286,2.8571,36.8143,35.9,2025-01-26,2025-12-28,中山,ダート,200,4,"{""中山|ダート|200"": 5, ""新潟|ダート|200"": 1, ""福島|ダート|150"": 1}"
アシャカバッハ,pw01dud102023100760/00,牡2,1,0,0,0,0.0,0.0,0.0,5.0,38.5,38.5,2025-06-28,2025-06-28,福島,ダート,150,5,"{""福島|ダート|150"": 1}"
アシャカブラン,pw01dud102021105933/1E,牡4,7,0,0,0,0.0,0.0,0.0,9.4286,37.6714,35.5,2025-04-19,2025-11-30,京都,ダート,400,11,"{""中京|ダート|400"": 2, ""京都|ダート|200"": 1, ""京都|ダート|400"": 2, ""阪神|ダート|400"": 2}"
アシャカルッカ,pw01dud102023103233/01,牝2,1,0,0,0,0.0,0.0,0.0,5.0,37.2,37.2,2025-12-14,2025-12-27,中山,ダート,200,5,"{""中山|ダート|200"": 2}"
アシャカルー,pw01dud102023104967/43,牡2,1,0,0,0,0.0,0.0,0.0,12.0,43.0,43.0,2025-11-29,2025-11-29,京都,ダート,800,12,"{""京都|ダート|800"": 1}"
アシャカルーク,pw01dud102022104486/6F,牡3,6,0,0,1,0.0,0.0,0.166667,6.1667,38.3667,36.3,2025-03-02,2025-09-07,札幌,ダート,700,7,"{""中山|ダート|200"": 1, ""札幌|ダート|700"": 2, ""東京|ダート|400"": 2, ""福島|ダート|150"": 1}"
アシレ,pw01dud102022101755/92,牝3,1,0,0,0,0.0,0.0,0.0,14.0,38.2,38.2,2025-04-12,2025-04-12,福島,芝,800,14,"{""福島|芝|800"": 1}"
アジアミッション,pw01dud102021100316/86,牡4,4,0,0,0,0.0,0.0,0.0,9.5,36.575,34.6,2025-09-14,2025-11-29,東京,ダート,400,7,"{""東京|ダート|400"": 2, ""阪神|ダート|800"": 1, ""阪神|芝|600"": 1}"
アジアンテーラー,pw01dud102022103080/0A,牝3,3,0,0,0,0.0,0.0,0.0,13.3333,35.6,34.8,2025-02-22,2025-06-07,阪神,芝,200,15,"{""京都|芝|200"": 1, ""小倉|芝|200"": 1, ""阪神|芝|200"": 1}"
アジアントレジャー,pw01dud102023102392/30,牡2,1,1,1,1,1.0,1.0,1.0,1.0,36.9,36.9,2025-11-16,2025-11-16,東京,ダート,600,1,"{""東京|ダート|600"": 1}"
アジアート,pw01dud102022100157/63,牝3,1,0,0,0,0.0,0.0,0.0,15.0,39.3,39.3,2025-03-08,2025-03-08,中山,ダート,200,15,"{""中山|ダート|200"": 1}"
アジャイブ,pw01dud102023102676/6F,牝2,2,0,0,0,0.0,0.0,0.0,12.5,35.05,34.5,2025-11-24,2025-12-13,中山,芝,600,14,"{""中山|芝|600"": 1, ""東京|芝|600"": 1}"
アジュアカレンツ,pw01dud102023105022/FA,牝2,2,0,0,0,0.0,0.0,0.0,7.5,38.4,37.6,2025-10-19,2025-12-06,中京,ダート,400,6,"{""中京|ダート|400"": 1, ""東京|ダート|600"": 1}"
アジュマン,pw01dud102022101241/C1,牡3,8,2,3,4,0.25,0.375,0.5,5.5,36.0375,34.0,2025-03-08,2025-12-07,阪神,芝,400,17,"{""中京|ダート|400"": 1, ""函館|芝|200"": 3, ""福島|芝|200"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|400"": 2}"
アジーザム,pw01dud102023102951/A3,牝2,1,0,0,0,0.0,0.0,0.0,7.0,35.3,35.3,2025-11-02,2025-11-02,京都,芝,600,7,"{""京都|芝|600"": 1}"
アスカノソング,pw01dud102022103653/59,牡3,4,0,0,0,0.0,0.0,0.0,13.75,36.325,34.6,2025-03-01,2025-08-02,中京,芝,200,15,"{""中京|芝|200"": 1, ""京都|芝|200"": 1, ""小倉|芝|200"": 1, ""阪神|ダート|200"": 1}"
アスカノミライ,pw01dud102018100967/D8,牡7,1,0,0,0,0.0,0.0,0.0,12.0,35.9,35.9,2025-01-26,2025-01-26,小倉,芝,600,12,"{""小倉|芝|600"": 1}"
アスキステソーロ,pw01dud102020104924/06,牡5,2,0,0,0,0.0,0.0,0.0,14.5,39.75,37.5,2025-03-16,2025-03-29,中京,ダート,800,14,"{""中京|ダート|400"": 1, ""中京|ダート|800"": 1}"
アスキーアート,pw01dud102020106149/BB,牝5,2,0,0,0,0.0,0.0,0.0,10.0,33.2,32.7,2025-05-18,2025-07-26,新潟,芝,000,8,"{""新潟|芝|000"": 2}"
アスクアイルビゼア,pw01dud102021102154/5C,牡4,8,0,3,4,0.0,0.375,0.5,3.75,36.4,35.0,2025-02-01,2025-12-27,阪神,ダート,400,3,"{""中京|ダート|400"": 1, ""小倉|ダート|000"": 2, ""福島|ダート|150"": 2, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 2}"
アスクアットバット,pw01dud102022110139/F7,せん3,9,0,0,0,0.0,0.0,0.0,12.1111,38.7556,35.2,2025-01-12,2025-11-16,東京,芝,000,13,"{""中京|ダート|200"": 1, ""中京|ダート|800"": 1, ""京都|ダート|800"": 1, ""京都|芝|000"": 1, ""京都|芝|200"": 1, ""京都|芝|400"": 1, ""東京|芝|000"": 1, ""阪神|ダート|400"": 1, ""阪神|芝|800"": 1}"
アスクアメージモア,pw01dud102021105128/C5,牡4,5,0,0,0,0.0,0.0,0.0,11.2,37.2,34.7,2025-03-02,2025-11-30,京都,ダート,400,15,"{""京都|ダート|400"": 1, ""函館|芝|200"": 1, ""新潟|ダート|200"": 1, ""札幌|ダート|000"": 1, ""阪神|芝|600"": 1}"
アスクアーバンシー,pw01dud102022104136/8C,牡3,5,0,1,1,0.0,0.2,0.2,8.2,37.12,35.3,2025-06-22,2025-08-24,新潟,芝,000,9,"{""中京|芝|000"": 1, ""新潟|芝|000"": 2, ""福島|芝|000"": 1, ""阪神|ダート|400"": 1}"
アスクウルトラモア,pw01dud102023105237/AB,牡2,2,0,0,0,0.0,0.0,0.0,11.0,35.65,35.4,2025-10-25,2025-11-08,京都,芝,400,14,"{""京都|芝|400"": 1, ""京都|芝|600"": 1}"
アスクエジンバラ,pw01dud102023106400/A7,牡2,6,2,3,4,0.333333,0.5,0.666667,3.0,34.6833,33.3,2025-06-07,2025-12-27,中山,芝,000,3,"{""中山|芝|000"": 1, ""京都|芝|000"": 1, ""小倉|芝|800"": 1, ""札幌|芝|800"": 1, ""東京|芝|600"": 1, ""阪神|芝|600"": 1}"
アスクエピソード,pw01dud102020101031/37,牡5,3,0,0,0,0.0,0.0,0.0,7.6667,34.8667,34.1,2025-01-13,2025-06-29,函館,芝,200,8,"{""中京|芝|200"": 1, ""京都|芝|200"": 1, ""函館|芝|200"": 1}"
アスクオンディープ,pw01dud102019101612/31,せん6,6,0,2,2,0.0,0.333333,0.333333,10.0,38.3333,35.8,2025-04-06,2025-12-07,中山,障害,880,2,"{""中山|芝|000"": 1, ""中山|障害|880"": 1, ""京都|障害|910"": 1, ""札幌|芝|000"": 2, ""福島|障害|750"": 1}"
アスクカムオンモア,pw01dud102021105236/20,牡4,5,1,2,3,0.2,0.4,0.6,5.0,34.28,33.5,2025-02-23,2025-09-13,阪神,芝,000,7,"{""新潟|芝|000"": 1, ""東京|芝|000"": 2, ""阪神|芝|000"": 2}"
アスクガンバーレ,pw01dud102022102300/2E,牡3,8,1,2,3,0.125,0.25,0.375,5.25,37.775,36.4,2025-02-01,2025-08-31,札幌,芝,600,6,"{""京都|ダート|800"": 1, ""京都|ダート|900"": 2, ""函館|ダート|700"": 2, ""札幌|芝|600"": 1, ""東京|芝|600"": 1, ""阪神|ダート|800"": 1}"
アスクキングコング,pw01dud102018104534/47,せん7,5,0,0,0,0.0,0.0,0.0,11.0,36.18,35.5,2025-01-13,2025-11-15,京都,ダート,200,12,"{""中京|芝|200"": 1, ""京都|ダート|200"": 1, ""京都|ダート|400"": 1, ""京都|芝|200"": 2}"
アスククラウンモア,pw01dud102022105352/31,牡3,2,0,0,0,0.0,0.0,0.0,9.5,36.75,36.2,2025-01-25,2025-03-09,阪神,ダート,800,中止,"{""小倉|芝|000"": 1, ""小倉|芝|800"": 1, ""阪神|ダート|800"": 1}"
アスクケンタッキー,pw01dud102023110100/48,牡2,2,1,1,1,0.5,0.5,0.5,7.5,38.8,37.2,2025-10-04,2025-11-09,東京,ダート,400,14,"{""京都|ダート|400"": 1, ""東京|ダート|400"": 1}"
アスクコモンタレヴ,pw01dud102022102303/87,牡3,10,1,4,5,0.1,0.4,0.5,4.0,36.21,33.9,2025-03-30,2025-12-21,阪神,芝,200,5,"{""中京|芝|000"": 2, ""中京|芝|200"": 2, ""中山|ダート|800"": 1, ""小倉|芝|800"": 1, ""阪神|ダート|800"": 1, ""阪神|芝|000"": 1, ""阪神|芝|200"": 2}"
アスクコンナモンダ,pw01dud102019104642/2E,牡6,2,0,0,0,0.0,0.0,0.0,5.0,34.9,34.8,2025-01-05,2025-02-15,京都,芝,600,6,"{""中京|芝|600"": 1, ""京都|芝|600"": 1}"
アスクサヴァイバル,pw01dud102022106979/8B,牡3,3,0,0,0,0.0,0.0,0.0,13.3333,38.2333,38.1,2025-01-06,2025-06-08,東京,ダート,400,14,"{""中山|ダート|200"": 1, ""東京|ダート|400"": 1, ""福島|ダート|150"": 1}"
アスクザアメリカン,pw01dud102022106719/C9,牡3,4,0,0,0,0.0,0.0,0.0,14.5,38.4,35.5,2025-04-19,2025-12-13,中京,ダート,400,12,"{""中京|ダート|400"": 1, ""中京|芝|600"": 1, ""阪神|ダート|200"": 1, ""阪神|ダート|400"": 1}"
アスクシュタイン,pw01dud102022100161/C1,牡3,3,1,1,1,0.333333,0.333333,0.333333,3.6667,35.6333,33.7,2025-03-09,2025-10-25,新潟,ダート,800,1,"{""中山|芝|000"": 1, ""新潟|ダート|800"": 1, ""阪神|芝|800"": 1}"
